character,keyword,reading,decomposition,spatial,ids,components_detail,tags
磴,cliff-ledge,deng4,stone + ascend,⿰ (left-right),⿰石登,"石 = stone, 登 = ascend",SC::L1
鹩,eastern wren,liao2,pup tent + bird,⿰ (left-right),⿰尞鸟,"尞 = pup tent, 鸟 = bird",SC::L1
龋,decayed teeth,qu3,teeth,⿰ (left-right),⿰齿禹,齿 = teeth,SC::L1
龌,small-minded,wo4,teeth + habitation / roof,⿰ (left-right),⿰齿屋,"齿 = teeth, 屋 = habitation / roof",SC::L1
豳,name of an ancient county in Shaanxi,Bin1,mountain,⿻ (overlaid),⿻山豩,山 = mountain,SC::L1
壑,gully,he4,soil,⿱ (top-bottom),⿱㕡土,土 = soil,SC::L1
黻,embroidery using black and blue thread,fu2,seeing-eye chihuahua,⿰ (left-right),⿰黹犮,犮 = seeing-eye chihuahua,SC::L1
嚏,sneeze,ti4,mouth,⿰ (left-right),⿰口疐,口 = mouth,SC::L1
嚅,chattering,ru2,mouth + need / demand,⿰ (left-right),⿰口需,"口 = mouth, 需 = need / demand",SC::L1
蹑,to walk on tiptoe,nie4,,⿰ (left-right),⿰𧾷聂,,SC::L1
蹒,Taiwan pr. [man2],pan2,,⿰ (left-right),⿰𧾷𬜯,,SC::L1
蹊,used in 蹊蹺|蹊跷[qi1 qiao1],qi1,,⿰ (left-right),⿰𧾷奚,,SC::L1
蟥,horse-leech,huang2,insect + yellow,⿰ (left-right),⿰虫黄,"虫 = insect, 黄 = yellow",SC::L1
螬,grubs in fruit,cao2,insect + Cao / cadet,⿰ (left-right),⿰虫曹,"虫 = insect, 曹 = Cao / cadet",SC::L1
螵,used in 螵蛸[piao1 xiao1],piao1,insect + ticket / ballot,⿰ (left-right),⿰虫票,"虫 = insect, 票 = ticket / ballot",SC::L1
疃,animal track,tuan3,rice field + juvenile,⿰ (left-right),⿰田童,"田 = rice field, 童 = juvenile",SC::L1
螳,praying mantis,tang2,insect + main room / public chamber,⿰ (left-right),⿰虫堂,"虫 = insect, 堂 = main room / public chamber",SC::L1
蟑,used in 蟑螂[zhang1 lang2],zhang1,insect + chapter / badge,⿰ (left-right),⿰虫章,"虫 = insect, 章 = chapter / badge",SC::L1
嚓,scraping sound,ca1,mouth + scrutinize / guess,⿰ (left-right),⿰口察,"口 = mouth, 察 = scrutinize / guess",SC::L1
羁,halter,ji1,leather + horse,⿱ (top-bottom),⿱罒⿰革马,"革 = leather, 马 = horse",SC::L1
罽,woolen rug,ji4,factory,⿱ (top-bottom),⿱罒⿸厂剡,厂 = factory,SC::L1
罾,large square net,zeng1,formerly,⿱ (top-bottom),⿱罒曾,曾 = formerly,SC::L1
嶷,name of a mountain in Hunan,yi2,mountain + doubt,⿱ (top-bottom),⿱山疑,"山 = mountain, 疑 = doubt",SC::L1
黜,to dismiss from office,chu4,black + exit,⿰ (left-right),⿰黑出,"黑 = black, 出 = exit",SC::L1
黝,dark green,you3,black + young / infancy,⿰ (left-right),⿰黑幼,"黑 = black, 幼 = young / infancy",SC::L1
髁,condyles,ke1,skeleton + fruit,⿰ (left-right),⿰骨果,"骨 = skeleton, 果 = fruit",SC::L1
髀,thigh bone,bi4,skeleton + lowly,⿰ (left-right),⿰骨卑,"骨 = skeleton, 卑 = lowly",SC::L1
镡,guard (on a sword handle),Tan2,,⿰ (left-right),⿰钅覃,,SC::L1
镢,(bound form) mattock,jue2,,⿰ (left-right),⿰钅厥,,SC::L1
镣,leg-irons,liao4,pup tent,⿰ (left-right),⿰钅尞,尞 = pup tent,SC::L1
镦,upsetting (forged pieces),dun1,candid / empathetic,⿰ (left-right),⿰钅敦,敦 = candid / empathetic,SC::L1
镧,lanthanum (chemistry),lan2,,⿰ (left-right),⿰钅阑,,SC::L1
镩,ice spud (aka ice chisel) with a pointy tip,cuan1,scurry,⿰ (left-right),⿰钅窜,窜 = scurry,SC::L1
镪,sulfuric acid,qiang1,strong,⿰ (left-right),⿰钅强,强 = strong,SC::L1
镫,stirrup,deng4,ascend,⿰ (left-right),⿰钅登,登 = ascend,SC::L1
罅,crack,xia4,tin can + to exhale,⿰ (left-right),⿰缶虖,"缶 = tin can, 虖 = to exhale",SC::L1
簌,used in 簌簌[su4 su4],su4,to suck in,⿱ (top-bottom),⿱𥫗欶,欶 = to suck in,SC::L1
篾,the outer layer of a stalk of bamboo (or reed or sorghum),mie4,,⿳ (top-mid-bottom),⿳𥫗罒戍,,SC::L1
篼,"bamboo, rattan or wicker basket",dou1,pocket / helmet,⿱ (top-bottom),⿱𥫗兜,兜 = pocket / helmet,SC::L1
簖,bamboo trap for catching fish,duan4,sever / severance,⿱ (top-bottom),⿱𥫗断,断 = sever / severance,SC::L1
簋,ancient bronze food vessel with a round mouth and two or four handles,gui3,,⿱ (top-bottom),⿱𥫗𭾁,,SC::L1
鼢,used in 鼢鼠[fen2 shu3],fen2,mouse + part,⿰ (left-right),⿰鼠分,"鼠 = mouse, 分 = part",SC::L1
黛,umber-black dye for painting the eyebrow,dai4,substitute for + black,⿱ (top-bottom),⿱代黑,"代 = substitute for, 黑 = black",SC::L1
儡,used in 傀儡[kui3 lei3],lei3,,⿰ (left-right),⿰亻畾,,SC::L1
鹪,wren,jiao1,apprehensive / char + bird,⿰ (left-right),⿰焦鸟,"焦 = apprehensive / char, 鸟 = bird",SC::L1
鼾,snore,han1,nose + dry / offend,⿰ (left-right),⿰鼻干,"鼻 = nose, 干 = dry / offend",SC::L1
皤,grey,po2,white + try / turn,⿰ (left-right),⿰白番,"白 = white, 番 = try / turn",SC::L1
魍,demons,wang3,ghost,⿺ (bottom-left-wrap),⿺鬼罔,鬼 = ghost,SC::L1
龠,"ancient unit of volume (half a 合[ge3], equivalent to 50ml)",yue4,,⿳ (top-mid-bottom),⿳{88}𠱠𠕁,,SC::L1
繇,folk-song,yao2,can opener + lineage,⿰ (left-right),⿰䍃系,"䍃 = can opener, 系 = lineage",SC::L1
貘,tapir,mo4,feline beast + nobody / shalt,⿰ (left-right),⿰豸莫,"豸 = feline beast, 莫 = nobody / shalt",SC::L1
邈,slight,miao3,road + mien / countenance,⿺ (bottom-left-wrap),⿺辶貌,"辶 = road, 貌 = mien / countenance",SC::L1
貔,a legendary bear-like animal,pi2,feline beast,⿰ (left-right),⿰豸𣬉,豸 = feline beast,SC::L1
臌,dropsical,gu3,month + drum,⿰ (left-right),⿰月鼓,"月 = month, 鼓 = drum",SC::L1
膻,a flock of sheep or goats,shan1,month + Mr. Hyde,⿰ (left-right),⿰月亶,"月 = month, 亶 = Mr. Hyde",SC::L1
臆,breast,yi4,month + idea,⿰ (left-right),⿰月意,"月 = month, 意 = idea",SC::L1
臃,swell up,yong1,month,⿰ (left-right),⿰月雍,月 = month,SC::L1
鲼,any ray (fish) variety of Myliobatiformes order,fen4,fish + local-yokel chowder,⿰ (left-right),⿰鱼贲,"鱼 = fish, 贲 = local-yokel chowder",SC::L1
鲽,flatfish,die2,fish + family tree,⿰ (left-right),⿰鱼枼,"鱼 = fish, 枼 = family tree",SC::L1
鳀,anchovy,ti2,fish + be / just so,⿰ (left-right),⿰鱼是,"鱼 = fish, 是 = be / just so",SC::L1
鳃,gills of fish,sai1,fish + consider / think,⿰ (left-right),⿰鱼思,"鱼 = fish, 思 = consider / think",SC::L1
鳅,loach (family Cobitidae),qiu1,fish + autumn,⿰ (left-right),⿰鱼秋,"鱼 = fish, 秋 = autumn",SC::L1
鳇,sturgeon (2),huang2,fish + emperor,⿰ (left-right),⿰鱼皇,"鱼 = fish, 皇 = emperor",SC::L1
鳊,bream (2),bian1,fish + flat,⿰ (left-right),⿰鱼扁,"鱼 = fish, 扁 = flat",SC::L1
螽,Gompsocleis mikado,zhong1,winter,⿱ (top-bottom),⿱冬䖵,冬 = winter,SC::L1
燮,to blend,Xie4,fire + say + again / or again,⿱ (top-bottom),⿱⿲火言火又,"火 = fire, 言 = say, 又 = again / or again",SC::L1
鹫,vulture,jiu4,at once / concerning + bird,⿱ (top-bottom),⿱就鸟,"就 = at once / concerning, 鸟 = bird",SC::L1
糜,rice gruel,Mi2,hemp + rice,⿸ (top-left-wrap),⿸麻米,"麻 = hemp, 米 = rice",SC::L1
縻,to tie up,mi2,hemp + thread,⿸ (top-left-wrap),⿸麻糸,"麻 = hemp, 糸 = thread",SC::L1
膺,undertake,ying1,,⿸ (top-left-wrap),⿸䧹⺝,,SC::L1
癍,abnormal pigment deposit on the skin,ban1,sickness + speck / speckled,⿸ (top-left-wrap),⿸疒斑,"疒 = sickness, 斑 = speck / speckled",SC::L1
麋,moose,Mi2,deer + rice,⿸ (top-left-wrap),⿸鹿米,"鹿 = deer, 米 = rice",SC::L1
懑,melancholy,men4,full + heart,⿱ (top-bottom),⿱满心,"满 = full, 心 = heart",SC::L1
濡,dilatory,ru2,need / demand,⿰ (left-right),⿰氵需,需 = need / demand,SC::L1
濮,name of a river (3),Pu2,servant / me,⿰ (left-right),⿰氵僕,僕 = servant / me,SC::L1
濞,the sound made by turbulent water,bi4,nose,⿰ (left-right),⿰氵鼻,鼻 = nose,SC::L1
濠,trench (2),hao2,unrestrained / overpowering,⿰ (left-right),⿰氵豪,豪 = unrestrained / overpowering,SC::L1
濯,to cleanse of evil,zhao4,headdress,⿰ (left-right),⿰氵翟,翟 = headdress,SC::L1
蹇,cripple,Jian3,lower leg,⿱ (top-bottom),⿱𡨄足,足 = lower leg,SC::L1
謇,to speak out boldly,jian3,say,⿱ (top-bottom),⿱𡨄言,言 = say,SC::L1
邃,deep (2),sui4,road + hole,⿺ (bottom-left-wrap),⿺辶⿱穴㒸,"辶 = road, 穴 = hole",SC::L1
襁,string of copper coins,qiang3,strong,⿰ (left-right),⿰衤强,强 = strong,SC::L1
檗,used in 黃檗|黄檗[huang2 bo4],bo4,repudiate + tree,⿱ (top-bottom),⿱辟木,"辟 = repudiate, 木 = tree",SC::L1
擘,to break,bo4,repudiate + hand,⿱ (top-bottom),⿱辟手,"辟 = repudiate, 手 = hand",SC::L1
孺,blood relation,Ru2,child + need / demand,⿰ (left-right),⿰子需,"子 = child, 需 = need / demand",SC::L1
隳,overthrow,hui1,,⿱ (top-bottom),⿱隋𠇍,,SC::L1
嬷,dialectal or obsolete equivalent of 媽|妈[ma1],mo2,woman,⿰ (left-right),⿰女麽,女 = woman,SC::L1
蟊,Spanish fly,mao2,spear / halberd,⿱ (top-bottom),⿱矛䖵,矛 = spear / halberd,SC::L1
鹬,common snipe,yu4,bird,⿰ (left-right),⿰矞鸟,鸟 = bird,SC::L1
鍪,iron pot,mou2,gold,⿱ (top-bottom),⿱敄金,金 = gold,SC::L1
鏊,griddle,ao4,gold,⿱ (top-bottom),⿱敖金,金 = gold,SC::L1
鳌,mythological sea turtle,ao2,fish,⿱ (top-bottom),⿱敖鱼,鱼 = fish,SC::L1
鬈,to curl,quan2,Kangxi radical 190 + exam paper,⿱ (top-bottom),⿱髟卷,"髟 = Kangxi radical 190, 卷 = exam paper",SC::L1
鬃,bristles,zong1,Kangxi radical 190 + religion,⿱ (top-bottom),⿱髟宗,"髟 = Kangxi radical 190, 宗 = religion",SC::L1
瞽,undiscerning,gu3,drum + eye,⿱ (top-bottom),⿱鼓目,"鼓 = drum, 目 = eye",SC::L1
鞯,saddle blanket,jian1,leather + recommend,⿰ (left-right),⿰革荐,"革 = leather, 荐 = recommend",SC::L1
鞨,buskin,he2,leather + siesta,⿰ (left-right),⿰革曷,"革 = leather, 曷 = siesta",SC::L1
鞫,to interrogate,ju1,leather,⿰ (left-right),⿰革訇,革 = leather,SC::L1
鞧,crupper,qiu1,leather + chieftain,⿰ (left-right),⿰革酋,"革 = leather, 酋 = chieftain",SC::L1
鞣,suede,rou2,leather + gentle / tender,⿰ (left-right),⿰革柔,"革 = leather, 柔 = gentle / tender",SC::L1
藜,"name of weed plant (fat hen, goosefoot, pigweed etc)",li2,flower + host / tenebrous,⿱ (top-bottom),⿱艹黎,"艹 = flower, 黎 = host / tenebrous",SC::L1
藠,Allium chinense,jiao4,flower,⿱ (top-bottom),⿱艹皛,艹 = flower,SC::L1
藩,hedge,fan1,flower + Pan,⿱ (top-bottom),⿱艹潘,"艹 = flower, 潘 = Pan",SC::L1
醪,wine or liquor with sediment,lao2,sign of the bird + kiddie cocktail,⿰ (left-right),⿰酉翏,"酉 = sign of the bird, 翏 = kiddie cocktail",SC::L1
蹙,to knit (one's brows),cu4,kin / relatives + lower leg,⿱ (top-bottom),⿱戚足,"戚 = kin / relatives, 足 = lower leg",SC::L1
礓,a small stone,jiang1,stone + family feud,⿰ (left-right),⿰石畺,"石 = stone, 畺 = family feud",SC::L1
燹,conflagration,xian3,fire,⿱ (top-bottom),⿱豩火,火 = fire,SC::L1
餮,a legendary animal,tie4,food / eat,⿱ (top-bottom),⿱殄食,食 = food / eat,SC::L1
瞿,Taiwan pr. [ju4],Qu2,turkey,⿱ (top-bottom),⿱䀠隹,隹 = turkey,SC::L1
曛,twilight,xun1,day + treat with smoke,⿰ (left-right),⿰日熏,"日 = day, 熏 = treat with smoke",SC::L1
颢,white and shining,hao4,scenery + page,⿰ (left-right),⿰景页,"景 = scenery, 页 = page",SC::L1
曜,one of the seven planets of premodern astronomy,yao4,day + headdress,⿰ (left-right),⿰日翟,"日 = day, 翟 = headdress",SC::L1
躇,hesitate,chu2,-ing / author / renowned,⿰ (left-right),⿰𧾷著,著 = -ing / author / renowned,SC::L1
蹚,to wade,tang1,main room / public chamber,⿰ (left-right),⿰𧾷堂,堂 = main room / public chamber,SC::L1
鹭,egret,lu4,path + bird,⿱ (top-bottom),⿱路鸟,"路 = path, 鸟 = bird",SC::L1
蟛,a land-crab,peng2,insect + Peng,⿰ (left-right),⿰虫彭,"虫 = insect, 彭 = Peng",SC::L1
蟪,Platypleura kaempferi,hui4,insect + favor,⿰ (left-right),⿰虫惠,"虫 = insect, 惠 = favor",SC::L1
蟠,to coil,pan2,insect + try / turn,⿰ (left-right),⿰虫番,"虫 = insect, 番 = try / turn",SC::L1
蟮,used in 蛐蟮[qu1 shan5] and 曲蟮[qu1 shan5],shan4,insect + virtuous,⿰ (left-right),⿰虫善,"虫 = insect, 善 = virtuous",SC::L1
鹮,spoonbill,huan2,bird,⿰ (left-right),⿰睘鸟,鸟 = bird,SC::L1
黠,sly,xia2,black + lucky / good luck,⿰ (left-right),⿰黑吉,"黑 = black, 吉 = lucky / good luck",SC::L1
黟,black and shining ebony,yi1,black + many,⿰ (left-right),⿰黑多,"黑 = black, 多 = many",SC::L1
髅,used in 髑髏|髑髅[du2 lou2] and 骷髏|骷髅[ku1 lou2],lou2,skeleton + bride,⿰ (left-right),⿰骨娄,"骨 = skeleton, 娄 = bride",SC::L1
髂,ilium,qia4,skeleton + guest,⿰ (left-right),⿰骨客,"骨 = skeleton, 客 = guest",SC::L1
镬,wok (dialect),huo4,,⿰ (left-right),⿰钅蒦,,SC::L1
镭,radium (chemistry),lei2,thunder,⿰ (left-right),⿰钅雷,雷 = thunder,SC::L1
镯,bracelet,zhuo2,,⿰ (left-right),⿰钅蜀,,SC::L1
馥,scent,fu4,perfume / incense + duplicate,⿰ (left-right),⿰香复,"香 = perfume / incense, 复 = duplicate",SC::L1
簟,fine woven grass mat,dian4,,⿱ (top-bottom),⿱𥫗覃,,SC::L1
簪,old variant of 簪[zan1],zan1,if,⿱ (top-bottom),⿱𥫗朁,"朁 = if, supposing, nevertheless",SC::L1
鼬,weasel,you4,mouse + wherefore,⿰ (left-right),⿰鼠由,"鼠 = mouse, 由 = wherefore",SC::L1
雠,to collate,chou2,turkey,⿲ (left-mid-right),⿲隹讠隹,隹 = turkey,SC::L1
艟,used in 艨艟[meng2 chong1],chong1,boat + juvenile,⿰ (left-right),⿰舟童,"舟 = boat, 童 = juvenile",SC::L1
鳎,sole (fish),ta3,fish,⿰ (left-right),⿰鱼𦐇,鱼 = fish,SC::L1
鳏,widower,guan1,fish,⿰ (left-right),⿰鱼眔,鱼 = fish,SC::L1
鳐,skate (cartilaginous fish belonging to the family Rajidae),yao2,fish + can opener,⿰ (left-right),⿰鱼䍃,"鱼 = fish, 䍃 = can opener",SC::L1
癞,skin disease,lai4,sickness + rely on,⿸ (top-left-wrap),⿸疒赖,"疒 = sickness, 赖 = rely on",SC::L1
癔,used in 癔病[yi4 bing4] and 癔症[yi4 zheng4],yi4,sickness + idea,⿸ (top-left-wrap),⿸疒意,"疒 = sickness, 意 = idea",SC::L1
癜,erythema,dian4,sickness + ceremonial hall / Mr.,⿸ (top-left-wrap),⿸疒殿,"疒 = sickness, 殿 = ceremonial hall / Mr.",SC::L1
糨,starch,jiang4,rice + strong,⿰ (left-right),⿰米强,"米 = rice, 强 = strong",SC::L1
蹩,to sprain (an ankle or wrist),bie2,shredder + lower leg,⿱ (top-bottom),⿱敝足,"敝 = shredder, 足 = lower leg",SC::L1
鎏,pure gold,liu2,flow / current + gold,⿱ (top-bottom),⿱流金,"流 = flow / current, 金 = gold",SC::L1
懵,dull,meng3,,⿰ (left-right),⿰忄瞢,,SC::L1
彝,Yi ethnic group,Yi2,whisk broom + rice + thread + hands joined,⿳ (top-mid-bottom),⿳彑⿰米糸廾,"彑 = whisk broom, 米 = rice, 糸 = thread, 廾 = hands joined",SC::L1
邋,rags,la1,road,⿺ (bottom-left-wrap),⿺辶巤,辶 = road,SC::L1
鬏,bun (of hair),jiu1,Kangxi radical 190 + autumn,⿱ (top-bottom),⿱髟秋,"髟 = Kangxi radical 190, 秋 = autumn",SC::L1
攉,to shovel,huo1,fingers + all at once,⿰ (left-right),⿰扌霍,"扌 = fingers, 霍 = all at once",SC::L1
攒,to bring together,cuan2,fingers + succor,⿰ (left-right),⿰扌赞,"扌 = fingers, 赞 = succor",SC::L1
鞲,leather arm guard,gou1,leather + inner rooms of palace,⿰ (left-right),⿰革冓,"革 = leather, 冓 = inner rooms of palace",SC::L1
鞴,to saddle a horse,bei4,leather,⿰ (left-right),⿰革𤰇,革 = leather,SC::L1
藿,Lophanthus rugosus,huo4,flower + all at once,⿱ (top-bottom),⿱艹霍,"艹 = flower, 霍 = all at once",SC::L1
蘧,Dianthus superbus,Qu2,flower,⿱ (top-bottom),⿱艹遽,艹 = flower,SC::L1
蘅,Asarum blumei (wild ginger plant),heng2,flower + weight / equilibrium,⿱ (top-bottom),⿱艹衡,"艹 = flower, 衡 = weight / equilibrium",SC::L1
麓,foot of a hill,lu4,woods / grove + deer,⿱ (top-bottom),⿱林鹿,"林 = woods / grove, 鹿 = deer",SC::L1
醮,to perform sacrifice,jiao4,sign of the bird + apprehensive / char,⿰ (left-right),⿰酉焦,"酉 = sign of the bird, 焦 = apprehensive / char",SC::L1
醯,acyl,xi1,sign of the bird + baby Moses + dish,⿰ (left-right),⿰酉⿱㐬皿,"酉 = sign of the bird, 㐬 = baby Moses, 皿 = dish",SC::L1
酃,a county in Hunan,ling2,pinnacle,⿰ (left-right),⿰霝阝,阝 = pinnacle,SC::L1
霪,long and heavy rain,yin2,rain + promiscuous / lewd,⿱ (top-bottom),⿱雨淫,"雨 = rain, 淫 = promiscuous / lewd",SC::L1
霭,haze,ai3,rain,⿱ (top-bottom),⿱雨谒,雨 = rain,SC::L1
霨,rising of clouds,wei4,rain + military officer,⿱ (top-bottom),⿱雨尉,"雨 = rain, 尉 = military officer",SC::L1
黼,"motif of axes with black handles and white heads, a symbol of authority embroidered on ceremonial robes",fu3,Fu / offspring,⿰ (left-right),⿰黹甫,甫 = Fu / offspring,SC::L1
嚯,expressing admiration or surprise,huo4,mouth + all at once,⿰ (left-right),⿰口霍,"口 = mouth, 霍 = all at once",SC::L1
蹰,waver,chu2,kitchen,⿰ (left-right),⿰𧾷厨,厨 = kitchen,SC::L1
蹶,to kick (of horse),jue2,,⿰ (left-right),⿰𧾷厥,,SC::L1
蹽,to run,liao1,pup tent,⿰ (left-right),⿰𧾷尞,尞 = pup tent,SC::L1
蹼,"web (of feet of ducks, frogs etc)",pu3,,⿰ (left-right),⿰𧾷菐,,SC::L1
蹴,carefully,cu4,at once / concerning,⿰ (left-right),⿰𧾷就,就 = at once / concerning,SC::L1
蹾,to put sth down heavily,dun1,candid / empathetic,⿰ (left-right),⿰𧾷敦,敦 = candid / empathetic,SC::L1
蹿,to leap up,cuan1,scurry,⿰ (left-right),⿰𧾷窜,窜 = scurry,SC::L1
蠖,looper caterpillar,huo4,insect,⿰ (left-right),⿰虫蒦,虫 = insect,SC::L1
蠓,midge,meng3,insect + Mongolia / darken,⿰ (left-right),⿰虫蒙,"虫 = insect, 蒙 = Mongolia / darken",SC::L1
蟾,"toad (""chán"" represents the sound of its croaking)",chan2,insect + verbose,⿰ (left-right),⿰虫詹,"虫 = insect, 詹 = verbose",SC::L1
蠊,used in 蜚蠊[fei3 lian2],lian2,insect + inexpensive / bargain,⿰ (left-right),⿰虫廉,"虫 = insect, 廉 = inexpensive / bargain",SC::L1
黢,black (3),qu1,black + streetwalker,⿰ (left-right),⿰黑夋,"黑 = black, 夋 = streetwalker",SC::L1
髋,pelvis,kuan1,skeleton + wide,⿰ (left-right),⿰骨宽,"骨 = skeleton, 宽 = wide",SC::L1
髌,kneecapping,bin4,skeleton + visitor,⿰ (left-right),⿰骨宾,"骨 = skeleton, 宾 = visitor",SC::L1
镲,small cymbals,cha3,scrutinize / guess,⿰ (left-right),⿰钅察,察 = scrutinize / guess,SC::L1
籀,surname Zhou,Zhou4,,⿱ (top-bottom),⿱𥫗㨨,,SC::L1
籁,a sound,lai4,rely on,⿱ (top-bottom),⿱𥫗赖,赖 = rely on,SC::L1
齁,to snore,hou1,nose + sentence / phrase,⿰ (left-right),⿰鼻句,"鼻 = nose, 句 = sentence / phrase",SC::L1
魑,used in 魑魅[chi1 mei4],chi1,ghost + leave,⿺ (bottom-left-wrap),⿺鬼离,"鬼 = ghost, 离 = leave",SC::L1
艨,used in 艨衝|艨冲[meng2 chong1] and 艨艟[meng2 chong1],meng2,boat + Mongolia / darken,⿰ (left-right),⿰舟蒙,"舟 = boat, 蒙 = Mongolia / darken",SC::L1
鳓,Chinese herring (Ilisha elongata),le4,fish + tighten,⿰ (left-right),⿰鱼勒,"鱼 = fish, 勒 = tighten",SC::L1
鳔,swim bladder,biao4,fish + ticket / ballot,⿰ (left-right),⿰鱼票,"鱼 = fish, 票 = ticket / ballot",SC::L1
鳕,codfish,xue3,fish + snow,⿰ (left-right),⿰鱼雪,"鱼 = fish, 雪 = snow",SC::L1
鳗,eel (Anguilla japonica),man2,fish + drawn out / mandala,⿰ (left-right),⿰鱼曼,"鱼 = fish, 曼 = drawn out / mandala",SC::L1
鳙,bighead,yong1,fish + mediocre / comfortable,⿰ (left-right),⿰鱼庸,"鱼 = fish, 庸 = mediocre / comfortable",SC::L1
麒,used in 麒麟[qi2 lin2],qi2,deer + his-hers-its-theirs,⿰ (left-right),⿰鹿其,"鹿 = deer, 其 = his-hers-its-theirs",SC::L1
鏖,violent fighting,ao2,deer + gold,⿸ (top-left-wrap),⿸鹿金,"鹿 = deer, 金 = gold",SC::L1
羸,entangled,lei2,month + sheep + ordinary / mediocre,⿱ (top-bottom),⿱吂⿲月羊凡$(GKP[B]),"月 = month, 羊 = sheep, 凡 = ordinary / mediocre",SC::L1
瀚,vastness,han4,writing brush / quill,⿰ (left-right),⿰氵翰,翰 = writing brush / quill,SC::L1
瀣,sea mist,xie4,,⿰ (left-right),⿰氵韰,,SC::L1
瀛,ocean (2),ying2,,⿰ (left-right),⿰氵嬴,,SC::L1
襦,jacket,ru2,need / demand,⿰ (left-right),⿰衤需,需 = need / demand,SC::L1
谶,prophecy,chen4,wild onions or leeks,⿰ (left-right),⿰讠韱,韱 = wild onions or leeks,SC::L1
襞,creases,bi4,repudiate + clothing / garment,⿱ (top-bottom),⿱辟衣,"辟 = repudiate, 衣 = clothing / garment",SC::L1
骥,thoroughbred horse,ji4,horse,⿰ (left-right),⿰马冀,马 = horse,SC::L1
缵,to inherit,zuan3,thread + succor,⿰ (left-right),⿰纟赞,"纟 = thread, 赞 = succor",SC::L1
瓒,libation cup,zan4,succor,⿰ (left-right),⿰𤣩赞,赞 = succor,SC::L1
